modello;pipeline_errore;classificatore;id_atto;file_name;golden_label;predetto;tipo_errore;len_testo_A;len_testo_B;indicatori_A;indicatori_B;snippet_A;snippet_B
llama3_1_8b;B;linear_svm;0062;atto_62.pdf;Decreto;Regolamento;decreto_non_riconosciuto;1028;396;decreto, decreto sindacale, ordina;ordina;"Cremona COMUNEDICREMONA Il Segretario Generale li, 27 maggio 2022 Valutazione. Enti Locali; richiamato il D.Lgs. 30 marzo 2001, n. 165: ""Norme generali sull'ordinamento del lavoro alle dipendenze delle Amministrazioni pubbliche""; richiamato il D.Lgs. 27 ottobre 2009, n. 150: “Attuazione della legge 4 marzo 2009, n. 15, in materia di ottimizzazione della produttività del lavoro pubblico e di efficienza e trasparenza delle pubbliche amministrazioni""; preso atto dei contenuti del Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi; preso atto dei contenuti del Regolamento afferente il sistema di Performance Management, in particolare l'art. 34 che prevede la costituzione di una str";COMUNEDICREMONA il 27 maggio 2022 Valutazione. Richiamati i D.Lgs. 165/2001 e 150/2009, norme sull'ordinamento del lavoro alle dipendenze delle amministrazioni pubbliche e sulla produttività del lavoro pubblico. Preso atto dei contenuti del Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi e del Regolamento sul sistema di Performance Management. DISPOSITIVO: ... (parte mancante)
llama3_1_8b;B;linear_svm;0079;atto_79.pdf;Decreto;Statuto;decreto_non_riconosciuto;972;556;sindaco, giunta, consiglio;sindaco, giunta, consiglio;"AQUA CITTÀ DELLA COMUNE DI ALA Provincia di Trento Piazza S.Giovanni 1 - 38061 ALA (TN) www.comune.ala.tn.it pec: comune.ala@legalmail.it SERVIZIO SEGRETERIA AFFARI GENERALI serv.gen@comune.ala.tn.it OGGETTO: Nomina componenti della giunta comunale IL SINDACO Visto il Codice degli Enti locali della Regione autonoma Trentino-Alto Adige approvato con Legge regionale 3 maggio 2018 n. 2, ess.mm., ed in particolare: l'art. 54 (Composizione della giunta comunale) che prevede la giunta comunale composta dal sindaco, che la presiede, e da un numero di assessori non superiore a 4, fatto salva la possibilità che lo statuto preveda un numero maggiore; l'art. 55 (Parità di accesso alla giunta comunale) ";Comune di Ala Provincia di Trento Piazza S.Giovanni, 38061 Ala (TN) Data: non specificata Oggetto: Nomina componenti dell'aggiunta comunale Premesse essenziali: - Visto il Codice degli Enti locali della Regione autonoma Trentino-Alto Adige approvato con Legge regionale 3 maggio 2018, n. 2. - L'art. 54 prevede la composizione dell'aggiunta comunale, composta dal sindaco che la presiede e da un numero di assessori non superiore a 4, eletti tra i componenti del consiglio comunale, con possibilità di statuto. - L'art. 55 prevede la parità di accesso all'
llama3_1_8b;B;logistic_regression;0075;atto_75.pdf;DeliberaGiunta;Decreto;assorbito_in_decreto;964;409;dirigente, responsabile, delibera, giunta;delibera, giunta;REGIONE TOSCANA UFFICI REGIONALI GIUNTA REGIONALE ESTRATTO DEL VERBALE DELLA SEDUTA DEL 28/11/2022 (punto N 28) Delibera N 1345 del 28/11/2022 Proponente LEONARDO MARRAS DIREZIONE ATTIVITA' PRODUTTIVE Pubblicità / Pubblicazione Atto pubblicato su BURT e Banca Dati (PBURT/PBD) Dirigente Responsabile Laura ACHENZA Direttore Albino CAPORALE Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023, ai sensi dell'articolo 108, comma 2, della L.R. 23 novembre 2018, n. 62 (Codice del commercio). Presente Eugenio GIANI Stefania SACCARDI Stefano BACCELLI Simone BEZZINI Stefano CIUOFFO Leonardo MARRAS Monia MONNI Alessandra NARDINI Serena SPI;REGIONE TOSCANA UFFICI REGIONALI GIUNTA REGIONALE Delibera n. 1345 del 28/11/2022 Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023. Premesse essenziali: L.R. 23 novembre 2018, n. 62 (Codice del commercio), articolo 108, comma 2. Dispositivo: Individuare la data di inizio e la durata delle vendite di fine stagione invernale per l'anno 2023.
llama3_1_8b;B;logistic_regression;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;953;513;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNE DI DOLO Citta' Metropolitana di Venezia C.A.P. 30031 - Via Cairoli, 39 - 041.5121911 fax 041.410665 P.IVA 00655760270 C.F. 82001910270 AFFARI GENERALI, SEGRETERIA, PATRIMONIO E RISORSE UMANE ORDINANZA N. 78 DEL 19/05/2026 OGGETTO: SINDACO VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii., ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare misure caratterizzate dalla riduzione dell'accesso ai serviz";Citta Metropolitana di Venezia Ordinanza n. 78 del 19/05/2026 OGGETTO: SINDACO VISTOL'articolo 50, comma 7, del D.Lgs. n. 267/2000 che attribuisce al Sindaco la coordinazione e riorganizzazione degli orari di apertura degli uffici comunali. CONSIDERATO l'esigenza di ridurre l'accesso ai servizi comunali per contenere le spese pubbliche. DISPOSITIVO: Il Sindaco coordinerà e riorganizzerà gli orari di apertura degli uffici comunali al fine di armonizzare l'espletamento dei servizi con le esigenze degli utenti.
llama3_1_8b;B;logistic_regression;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;964;445;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, responsabile, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco nomina i responsabili dei servizi di staff in base al nuovo assetto organizzativo approvato con deliberazione di Giunta Comunale n. 31 del 09.04.2026. DISPOSITIVO: Si nomina il Sig. [nome] come Responsabile del Servizio X e la Sig.ra [nome] come Responsabile del Servizio Y.
llama3_1_8b;B;logistic_regression;0059;atto_59.pdf;Decreto;Statuto;decreto_non_riconosciuto;927;533;decreto, sindaco, determina, determinazione, ordina, delibera, giunta;ordina, delibera, giunta;"COMUNE DI VOLLA Protocollo N.0039483 DECRETO DEL SINDACO n. 36 del 30/12/2025 PERSONALE. IL SINDACO Premesso che: con Deliberazione di Giunta Comunale n.9 del 25/01/2019, come modificata con successiva Deliberazione Commissariale con poteri della Giunta n.1 del 9/01/2025, si è proceduto alla rideterminazione della struttura organizzativa dell'Ente; con Verbali di Deliberazione del Commissario Straordinario con poteri della Giunta n.20 del 30/04/2025, è stata approvata una modifica della struttura organizzativa di questo Ente che prevede i seguenti settori: 1. SETTORE: AFFARI GENERALI, DEMOGRAFICI, ELETTORALE. 2. SETTORE: POLITICHE SOCIALI, SCOLASTICO, CULTURA, SPORT E TEMPO LIBERO-AREE ATTRE";Comune di Volta - Protocollo N.0039483 - Data: 30/12/2025 Oggetto: Modifica struttura organizzativa dell'Ente. Premesse essenziali: - Deliberazione Giunta Comunale n.9 del 25/01/2019, modificata con successiva Deliberazione Commissariale n.1 del 09/01/2025. - Verba di Deliberazione del Commissario Straordinario con poteri della Giunta n.20 del 30/04/2025. Dispositivo: Si approva la modifica della struttura organizzativa dell'Ente, suddivisa in due settori: 1) Affari Generali, Demografici e Elettorale. 2) Politiche Sociali, Scol
llama3_1_8b;B;logistic_regression;0062;atto_62.pdf;Decreto;Regolamento;decreto_non_riconosciuto;1028;396;decreto, decreto sindacale, ordina;ordina;"Cremona COMUNEDICREMONA Il Segretario Generale li, 27 maggio 2022 Valutazione. Enti Locali; richiamato il D.Lgs. 30 marzo 2001, n. 165: ""Norme generali sull'ordinamento del lavoro alle dipendenze delle Amministrazioni pubbliche""; richiamato il D.Lgs. 27 ottobre 2009, n. 150: “Attuazione della legge 4 marzo 2009, n. 15, in materia di ottimizzazione della produttività del lavoro pubblico e di efficienza e trasparenza delle pubbliche amministrazioni""; preso atto dei contenuti del Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi; preso atto dei contenuti del Regolamento afferente il sistema di Performance Management, in particolare l'art. 34 che prevede la costituzione di una str";COMUNEDICREMONA il 27 maggio 2022 Valutazione. Richiamati i D.Lgs. 165/2001 e 150/2009, norme sull'ordinamento del lavoro alle dipendenze delle amministrazioni pubbliche e sulla produttività del lavoro pubblico. Preso atto dei contenuti del Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi e del Regolamento sul sistema di Performance Management. DISPOSITIVO: ... (parte mancante)
llama3_1_8b;B;logistic_regression;0079;atto_79.pdf;Decreto;Statuto;decreto_non_riconosciuto;972;556;sindaco, giunta, consiglio;sindaco, giunta, consiglio;"AQUA CITTÀ DELLA COMUNE DI ALA Provincia di Trento Piazza S.Giovanni 1 - 38061 ALA (TN) www.comune.ala.tn.it pec: comune.ala@legalmail.it SERVIZIO SEGRETERIA AFFARI GENERALI serv.gen@comune.ala.tn.it OGGETTO: Nomina componenti della giunta comunale IL SINDACO Visto il Codice degli Enti locali della Regione autonoma Trentino-Alto Adige approvato con Legge regionale 3 maggio 2018 n. 2, ess.mm., ed in particolare: l'art. 54 (Composizione della giunta comunale) che prevede la giunta comunale composta dal sindaco, che la presiede, e da un numero di assessori non superiore a 4, fatto salva la possibilità che lo statuto preveda un numero maggiore; l'art. 55 (Parità di accesso alla giunta comunale) ";Comune di Ala Provincia di Trento Piazza S.Giovanni, 38061 Ala (TN) Data: non specificata Oggetto: Nomina componenti dell'aggiunta comunale Premesse essenziali: - Visto il Codice degli Enti locali della Regione autonoma Trentino-Alto Adige approvato con Legge regionale 3 maggio 2018, n. 2. - L'art. 54 prevede la composizione dell'aggiunta comunale, composta dal sindaco che la presiede e da un numero di assessori non superiore a 4, eletti tra i componenti del consiglio comunale, con possibilità di statuto. - L'art. 55 prevede la parità di accesso all'
llama3_1_8b;B;naive_bayes;0053;atto_53.pdf;Ordinanza;Decreto;assorbito_in_decreto;817;543;sindaco;sindaco, ordinanza, ordina;COMUNE DI ROCCARAINOLA CITTA' METROPOLITANADINAPOLI OGGETTO: Adozione di misure urgenti a tutela della salute per contenere e annullare il rischio di contagio del virus Epatite A IL SINDACO Premesso che: La Regione Campania, con comunicato stampa del 19 marzo 2026, ha disposto un rafforzamento delle attività di controllo lungo l'intera filiera dei molluschi bivalvi e delle azioni di prevenzione contro l'Epatite A, alla luce dell'andamento dei casi registrati dall'inizio dell'anno con un incremento che richiede la massima attenzione sul fronte della sicurezza alimentare, della sorveglianza epidemiologica e dell'informazione ai cittadini. L'intervento regionale ha coinvolto i Dipartimenti di P;COMUNE DI ROCCARAINOLA CITTA' METROPOLITANADINAPOLI Prot. N.0004455/2026 del 23/03/2026 Ordinanza Sindaco n.06 del 23/03/2026 OGGETTO: Adozione di misure urgenti a tutela della salute per contenere e annullare il rischio di contagio da virus Epatite A Premesso che la Regione Campania ha disposto un rafforzamento delle attività di controllo lungo l'intera filiera dei molluschi bivalvi, a causa dell'aumento dei casi di epatite A. Il Sindaco dispone l'applicazione delle misure previste dalla Regione Campania per contenere e annullare il ris
llama3_1_8b;B;naive_bayes;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;953;513;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNE DI DOLO Citta' Metropolitana di Venezia C.A.P. 30031 - Via Cairoli, 39 - 041.5121911 fax 041.410665 P.IVA 00655760270 C.F. 82001910270 AFFARI GENERALI, SEGRETERIA, PATRIMONIO E RISORSE UMANE ORDINANZA N. 78 DEL 19/05/2026 OGGETTO: SINDACO VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii., ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare misure caratterizzate dalla riduzione dell'accesso ai serviz";Citta Metropolitana di Venezia Ordinanza n. 78 del 19/05/2026 OGGETTO: SINDACO VISTOL'articolo 50, comma 7, del D.Lgs. n. 267/2000 che attribuisce al Sindaco la coordinazione e riorganizzazione degli orari di apertura degli uffici comunali. CONSIDERATO l'esigenza di ridurre l'accesso ai servizi comunali per contenere le spese pubbliche. DISPOSITIVO: Il Sindaco coordinerà e riorganizzerà gli orari di apertura degli uffici comunali al fine di armonizzare l'espletamento dei servizi con le esigenze degli utenti.
llama3_1_8b;B;naive_bayes;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;964;445;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, responsabile, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco nomina i responsabili dei servizi di staff in base al nuovo assetto organizzativo approvato con deliberazione di Giunta Comunale n. 31 del 09.04.2026. DISPOSITIVO: Si nomina il Sig. [nome] come Responsabile del Servizio X e la Sig.ra [nome] come Responsabile del Servizio Y.
llama3_1_8b;B;naive_bayes;0028;atto_28.pdf;Decreto;Regolamento;decreto_non_riconosciuto;988;520;dirigente, delibera;ordina, delibera;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 della variante al PSC e RUE nell'ambito del procedimento unico ex art. 53 comma 1 lettera A) della LR 24/2017 per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli eventi"" all'interno del perimetro dell'Autodromo Enzo e Dino Ferrari - ditta Con.Ami IL DIRIGENTE Ricordata la deliberazione C.C. n. 28 del 27/03/2025 avente ad oggetto “Procedimento Unico art. 53 c";"CITTÀ DI IMOLA Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE. Ricordata la deliberazione C.C. n. 28 del 27/03/2025, si approva l'aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica della variante al PSC e RUE per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell'autodromo Enzo e Dino Ferrari. Si ordina l'aggiornamento dell'Allegato 1 al Tomo III del RUE"
llama3_1_8b;B;naive_bayes;0059;atto_59.pdf;Decreto;Statuto;decreto_non_riconosciuto;927;533;decreto, sindaco, determina, determinazione, ordina, delibera, giunta;ordina, delibera, giunta;"COMUNE DI VOLLA Protocollo N.0039483 DECRETO DEL SINDACO n. 36 del 30/12/2025 PERSONALE. IL SINDACO Premesso che: con Deliberazione di Giunta Comunale n.9 del 25/01/2019, come modificata con successiva Deliberazione Commissariale con poteri della Giunta n.1 del 9/01/2025, si è proceduto alla rideterminazione della struttura organizzativa dell'Ente; con Verbali di Deliberazione del Commissario Straordinario con poteri della Giunta n.20 del 30/04/2025, è stata approvata una modifica della struttura organizzativa di questo Ente che prevede i seguenti settori: 1. SETTORE: AFFARI GENERALI, DEMOGRAFICI, ELETTORALE. 2. SETTORE: POLITICHE SOCIALI, SCOLASTICO, CULTURA, SPORT E TEMPO LIBERO-AREE ATTRE";Comune di Volta - Protocollo N.0039483 - Data: 30/12/2025 Oggetto: Modifica struttura organizzativa dell'Ente. Premesse essenziali: - Deliberazione Giunta Comunale n.9 del 25/01/2019, modificata con successiva Deliberazione Commissariale n.1 del 09/01/2025. - Verba di Deliberazione del Commissario Straordinario con poteri della Giunta n.20 del 30/04/2025. Dispositivo: Si approva la modifica della struttura organizzativa dell'Ente, suddivisa in due settori: 1) Affari Generali, Demografici e Elettorale. 2) Politiche Sociali, Scol
llama3_1_8b;B;naive_bayes;0062;atto_62.pdf;Decreto;Regolamento;decreto_non_riconosciuto;1028;396;decreto, decreto sindacale, ordina;ordina;"Cremona COMUNEDICREMONA Il Segretario Generale li, 27 maggio 2022 Valutazione. Enti Locali; richiamato il D.Lgs. 30 marzo 2001, n. 165: ""Norme generali sull'ordinamento del lavoro alle dipendenze delle Amministrazioni pubbliche""; richiamato il D.Lgs. 27 ottobre 2009, n. 150: “Attuazione della legge 4 marzo 2009, n. 15, in materia di ottimizzazione della produttività del lavoro pubblico e di efficienza e trasparenza delle pubbliche amministrazioni""; preso atto dei contenuti del Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi; preso atto dei contenuti del Regolamento afferente il sistema di Performance Management, in particolare l'art. 34 che prevede la costituzione di una str";COMUNEDICREMONA il 27 maggio 2022 Valutazione. Richiamati i D.Lgs. 165/2001 e 150/2009, norme sull'ordinamento del lavoro alle dipendenze delle amministrazioni pubbliche e sulla produttività del lavoro pubblico. Preso atto dei contenuti del Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi e del Regolamento sul sistema di Performance Management. DISPOSITIVO: ... (parte mancante)
llama3_1_8b;B;naive_bayes;0079;atto_79.pdf;Decreto;Statuto;decreto_non_riconosciuto;972;556;sindaco, giunta, consiglio;sindaco, giunta, consiglio;"AQUA CITTÀ DELLA COMUNE DI ALA Provincia di Trento Piazza S.Giovanni 1 - 38061 ALA (TN) www.comune.ala.tn.it pec: comune.ala@legalmail.it SERVIZIO SEGRETERIA AFFARI GENERALI serv.gen@comune.ala.tn.it OGGETTO: Nomina componenti della giunta comunale IL SINDACO Visto il Codice degli Enti locali della Regione autonoma Trentino-Alto Adige approvato con Legge regionale 3 maggio 2018 n. 2, ess.mm., ed in particolare: l'art. 54 (Composizione della giunta comunale) che prevede la giunta comunale composta dal sindaco, che la presiede, e da un numero di assessori non superiore a 4, fatto salva la possibilità che lo statuto preveda un numero maggiore; l'art. 55 (Parità di accesso alla giunta comunale) ";Comune di Ala Provincia di Trento Piazza S.Giovanni, 38061 Ala (TN) Data: non specificata Oggetto: Nomina componenti dell'aggiunta comunale Premesse essenziali: - Visto il Codice degli Enti locali della Regione autonoma Trentino-Alto Adige approvato con Legge regionale 3 maggio 2018, n. 2. - L'art. 54 prevede la composizione dell'aggiunta comunale, composta dal sindaco che la presiede e da un numero di assessori non superiore a 4, eletti tra i componenti del consiglio comunale, con possibilità di statuto. - L'art. 55 prevede la parità di accesso all'
llama3_1_8b;B;naive_bayes;0103;atto_103.pdf;Decreto;Regolamento;decreto_non_riconosciuto;839;444;decreto, sindaco, ordina;ordina;"Cremona COMUNEDICREMONA II Sindaco P.G. 19325 29 febbraio 2024 Oggetto: Conferimento dell'incarico di direzione del Settore Gare Partecipate PNRR dal 1° marzo 2024 al 30 aprile 2024, al Dott. Corrado Gozzetti. IL SINDACO Visti: - lo Statuto dell'Ente e in particolare il Titolo V ""Uffici e Personale""; - il Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi; Richiamati: - il D. Lgs. 18 agosto 2000 n.267: “Testo unico delle leggi sull'ordinamento degli enti locali"", ed in particolare l'art. 50, comma 10; - il D. Lgs. 30 marzo 2001 n.165: ""Norme generali sull'ordinamento del lavoro alle dipendenze delle amministrazioni pubbliche"", che all'art. 19 dispone norme generali in merito al";COMUNEDICREMONA P.G.19325 29 febbraio 2024 Oggetto: Conferimento incarico di direzione del Settore Gare Partecipate PNRR. Visti lo Statuto e il Regolamento sull'Ordinamento Generale degli Uffici e dei Servizi. Richiamati il D. Lgs. 18 agosto 2000 n.267 (art. 50, comma 10) e altri atti normativi. Dispositivo: si conferisce l'incarico di direzione del Settore Gare Partecipate PNRR al Dott. Corrado Gozzetti dal 1° marzo 2024 al 30 aprile 2024.
